Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
30,No,Non-Travel,Research & Development,2,Medical,3,Female,3,1,Laboratory Technician,4,2564,0,No,14,3,11
26,Yes,Travel_Frequently,Human Resources,17,Life Sciences,2,Female,3,1,Human Resources,3,2741,0,Yes,11,3,7
37,No,Travel_Rarely,Research & Development,19,Life Sciences,3,Male,3,2,Manufacturing Director,3,5768,3,No,17,3,4
47,Yes,Travel_Frequently,Sales,27,Life Sciences,2,Female,4,2,Sales Executive,3,6397,4,Yes,12,3,5
29,No,Travel_Rarely,Human Resources,6,Medical,4,Male,2,1,Human Resources,2,2804,1,No,11,3,1
31,Yes,Travel_Frequently,Sales,1,Life Sciences,2,Female,1,1,Sales Representative,3,1359,1,No,12,3,1
50,Yes,Travel_Rarely,Sales,3,Marketing,1,Male,2,1,Sales Representative,3,2683,1,Yes,14,3,3
34,No,Travel_Rarely,Sales,4,Life Sciences,3,Male,3,3,Sales Executive,4,9713,2,Yes,13,3,5
38,No,Travel_Rarely,Sales,9,Marketing,2,Male,2,1,Sales Representative,2,2899,0,No,19,3,2
31,Yes,Travel_Rarely,Sales,16,Marketing,1,Male,3,3,Sales Executive,3,8161,2,No,13,3,1
31,Yes,Travel_Frequently,Research & Development,29,Medical,3,Male,2,1,Laboratory Technician,2,3479,0,No,11,3,5
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,1,Laboratory Technician,1,2973,1,No,19,3,1
29,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,3180,0,No,13,3,3
24,No,Travel_Rarely,Research & Development,21,Technical Degree,3,Male,2,1,Laboratory Technician,1,2296,0,No,14,3,1
35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,2074,1,Yes,12,3,1
31,No,Non-Travel,Sales,2,Life Sciences,4,Female,3,3,Sales Executive,3,9852,1,Yes,19,3,10
26,Yes,Travel_Rarely,Research & Development,24,Technical Degree,3,Male,1,1,Laboratory Technician,4,2340,1,Yes,18,3,1
44,Yes,Travel_Frequently,Research & Development,1,Medical,3,Male,3,1,Research Scientist,2,2342,1,Yes,12,3,5
34,No,Travel_Frequently,Research & Development,1,Other,4,Male,3,1,Research Scientist,1,2996,5,No,14,3,4
27,No,Travel_Rarely,Research & Development,8,Medical,3,Female,3,1,Research Scientist,4,3445,1,No,11,3,6
36,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Female,3,3,Healthcare Representative,1,8008,4,No,12,3,3
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,2,1,Research Scientist,1,2362,6,No,13,3,9
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,1,Female,3,1,Human Resources,3,2742,1,No,15,3,2
36,No,Travel_Rarely,Sales,17,Marketing,3,Male,2,2,Sales Executive,2,5507,2,No,16,3,4
42,No,Travel_Rarely,Research & Development,23,Life Sciences,1,Female,3,4,Research Director,4,15992,2,No,14,3,1
24,No,Travel_Frequently,Research & Development,2,Technical Degree,1,Female,3,1,Research Scientist,4,3760,1,Yes,13,3,6
50,No,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,2,3,Research Director,1,13269,5,No,15,3,14
29,Yes,Travel_Rarely,Sales,23,Life Sciences,4,Female,2,3,Sales Executive,1,7336,1,No,13,3,11
37,No,Non-Travel,Research & Development,2,Life Sciences,3,Male,2,2,Healthcare Representative,4,5163,5,No,14,3,1
38,No,Travel_Rarely,Research & Development,29,Technical Degree,4,Male,3,2,Manufacturing Director,4,6261,3,No,18,3,7
31,Yes,Travel_Rarely,Sales,6,Life Sciences,2,Male,1,2,Sales Executive,3,6172,4,Yes,18,3,7
30,Yes,Travel_Rarely,Sales,9,Medical,2,Male,3,1,Sales Representative,4,1081,1,No,13,3,1
45,Yes,Travel_Frequently,Sales,26,Life Sciences,1,Female,3,2,Sales Executive,1,4286,2,No,14,3,1
29,Yes,Travel_Frequently,Research & Development,14,Other,3,Female,3,3,Healthcare Representative,4,7553,0,Yes,12,3,8
28,Yes,Travel_Rarely,Research & Development,17,Technical Degree,3,Male,2,1,Laboratory Technician,4,2367,5,No,12,3,4
34,No,Travel_Rarely,Research & Development,8,Medical,2,Female,3,2,Healthcare Representative,3,6142,3,No,11,3,5
45,No,Non-Travel,Sales,26,Marketing,1,Male,2,2,Sales Executive,1,4385,1,No,15,3,10
40,No,Travel_Frequently,Research & Development,26,Medical,3,Female,2,2,Research Scientist,4,4422,3,Yes,13,3,1
35,No,Travel_Rarely,Sales,18,Medical,2,Male,3,2,Sales Executive,1,5561,0,No,16,3,5
26,No,Travel_Rarely,Sales,29,Medical,1,Male,3,2,Sales Executive,3,4306,5,No,12,3,0
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,1,Female,3,1,Human Resources,3,2742,1,No,15,3,2
45,Yes,Travel_Frequently,Sales,26,Life Sciences,1,Female,3,2,Sales Executive,1,4286,2,No,14,3,1
38,Yes,Travel_Rarely,Research & Development,2,Medical,3,Male,3,2,Manufacturing Director,2,4855,4,No,11,3,5
37,Yes,Travel_Frequently,Research & Development,10,Medical,1,Male,3,3,Manufacturing Director,3,10048,6,No,11,3,1
30,No,Travel_Rarely,Sales,29,Technical Degree,3,Male,3,3,Sales Executive,2,9250,3,No,12,3,4
28,Yes,Travel_Rarely,Research & Development,12,Life Sciences,3,Female,3,1,Laboratory Technician,4,2515,1,Yes,11,3,1
31,No,Travel_Rarely,Sales,10,Medical,3,Female,3,2,Sales Executive,4,6583,2,Yes,11,3,5
18,Yes,Travel_Frequently,Sales,5,Marketing,2,Male,3,1,Sales Representative,2,1878,1,Yes,14,3,0
33,No,Non-Travel,Research & Development,4,Technical Degree,4,Male,3,2,Research Scientist,2,3055,5,No,15,3,9
35,No,Travel_Rarely,Sales,2,Marketing,4,Female,3,1,Sales Representative,4,2014,1,No,13,3,2
32,No,Travel_Rarely,Sales,19,Life Sciences,4,Male,1,3,Sales Executive,3,9610,3,No,13,3,4
53,Yes,Travel_Rarely,Sales,24,Life Sciences,1,Male,3,3,Sales Executive,1,10448,6,Yes,13,3,2
45,No,Travel_Rarely,Research & Development,5,Medical,3,Female,1,2,Laboratory Technician,1,5769,1,Yes,14,3,10
31,No,Travel_Frequently,Sales,5,Marketing,4,Female,3,1,Sales Representative,2,2789,1,No,11,3,2
28,Yes,Travel_Rarely,Sales,13,Marketing,4,Female,3,2,Sales Executive,3,9854,3,Yes,11,3,2
35,No,Travel_Rarely,Research & Development,1,Medical,2,Male,2,1,Research Scientist,3,2859,1,No,18,3,6
29,No,Travel_Rarely,Research & Development,9,Other,2,Male,2,1,Laboratory Technician,4,3983,0,No,17,3,3
33,Yes,Travel_Rarely,Sales,9,Marketing,1,Female,3,2,Sales Executive,1,8224,0,Yes,17,3,5
59,No,Travel_Rarely,Sales,3,Life Sciences,3,Female,2,2,Sales Executive,4,5171,5,No,17,3,6
24,Yes,Travel_Frequently,Research & Development,9,Medical,2,Male,3,1,Laboratory Technician,1,3172,2,Yes,11,3,0
33,No,Travel_Frequently,Sales,25,Medical,2,Female,3,2,Sales Executive,3,4539,1,No,12,3,10
32,No,Travel_Rarely,Research & Development,5,Other,2,Female,4,1,Research Scientist,4,3312,3,No,17,3,3
34,Yes,Travel_Rarely,Research & Development,6,Medical,2,Male,3,1,Research Scientist,1,2960,2,No,11,3,4
29,Yes,Travel_Rarely,Sales,9,Marketing,2,Female,1,1,Sales Representative,2,2760,1,No,13,3,2
32,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,2,2,Sales Executive,2,9907,7,Yes,12,3,2
41,No,Travel_Frequently,Sales,1,Marketing,3,Female,3,2,Sales Executive,1,4103,0,No,17,3,9
33,Yes,Travel_Rarely,Research & Development,15,Medical,2,Male,3,3,Manager,3,13610,7,Yes,12,3,7
29,No,Travel_Rarely,Sales,19,Life Sciences,3,Male,2,2,Sales Executive,3,8620,1,No,14,3,10
28,Yes,Travel_Frequently,Sales,1,Technical Degree,1,Male,3,1,Sales Representative,3,2909,3,No,15,3,3
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,1,Female,3,1,Human Resources,3,2742,1,No,15,3,2
34,Yes,Travel_Frequently,Research & Development,9,Life Sciences,4,Male,3,2,Laboratory Technician,1,5346,4,No,17,3,7
35,No,Travel_Rarely,Sales,7,Life Sciences,4,Male,3,1,Sales Representative,3,2404,1,No,13,3,1
36,No,Travel_Rarely,Research & Development,1,Other,3,Female,3,2,Manufacturing Director,2,5228,0,No,15,3,9
38,No,Travel_Rarely,Sales,10,Life Sciences,1,Female,3,2,Sales Executive,4,5343,1,No,11,3,10
32,Yes,Non-Travel,Sales,11,Other,4,Male,4,2,Sales Executive,3,4707,8,No,12,3,4
46,No,Travel_Rarely,Research & Development,7,Medical,4,Male,3,3,Manufacturing Director,3,10845,6,No,13,3,8
36,No,Travel_Rarely,Sales,3,Marketing,1,Female,3,2,Sales Executive,2,9278,3,Yes,16,3,5
31,Yes,Travel_Frequently,Sales,2,Life Sciences,3,Female,2,1,Sales Representative,4,2785,7,No,14,3,1
18,Yes,Travel_Frequently,Sales,3,Medical,2,Female,3,1,Sales Representative,4,1569,1,Yes,12,3,0
23,No,Travel_Rarely,Research & Development,4,Medical,1,Male,4,1,Research Scientist,1,2819,2,No,16,3,3
27,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,3,1,Sales Representative,1,3041,0,No,11,3,4
22,Yes,Travel_Rarely,Research & Development,8,Medical,3,Female,3,1,Laboratory Technician,1,2398,1,Yes,17,3,1
20,Yes,Travel_Frequently,Research & Development,6,Life Sciences,4,Female,2,1,Laboratory Technician,4,2926,1,Yes,18,3,1
27,Yes,Travel_Frequently,Human Resources,22,Human Resources,1,Female,2,1,Human Resources,2,2863,1,No,12,3,1
33,Yes,Travel_Rarely,Sales,9,Marketing,1,Female,3,2,Sales Executive,1,8224,0,Yes,17,3,5
32,Yes,Non-Travel,Sales,11,Other,4,Male,4,2,Sales Executive,3,4707,8,No,12,3,4
35,Yes,Travel_Rarely,Sales,15,Medical,1,Male,1,2,Sales Executive,4,5440,6,Yes,14,3,2
36,No,Non-Travel,Research & Development,1,Medical,4,Female,2,2,Manufacturing Director,3,4374,0,No,15,3,3
33,No,Travel_Frequently,Sales,10,Marketing,2,Male,2,2,Sales Executive,4,4682,3,No,14,3,7
32,Yes,Travel_Rarely,Sales,4,Medical,4,Male,1,3,Sales Executive,4,10400,1,No,11,3,14
35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,2074,1,Yes,12,3,1
38,No,Travel_Frequently,Research & Development,2,Medical,3,Female,2,1,Laboratory Technician,2,2468,4,No,14,3,6
55,Yes,Travel_Rarely,Sales,2,Medical,3,Male,3,2,Sales Executive,4,5160,4,No,16,3,9
31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,Male,3,3,Healthcare Representative,3,9824,3,No,12,3,1
40,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,3,2,Manufacturing Director,1,6516,2,Yes,16,3,1
31,No,Travel_Rarely,Sales,5,Life Sciences,1,Female,3,2,Sales Executive,4,5476,1,No,11,3,10
45,No,Non-Travel,Research & Development,4,Life Sciences,3,Male,3,2,Laboratory Technician,2,4447,1,No,12,3,9
35,No,Travel_Frequently,Research & Development,1,Medical,2,Male,3,1,Research Scientist,1,2194,4,No,13,3,3
40,No,Travel_Rarely,Sales,10,Marketing,1,Male,2,3,Sales Executive,2,9705,2,No,12,3,1
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,3,Male,3,1,Research Scientist,3,2058,0,No,14,3,6
33,No,Travel_Frequently,Sales,1,Life Sciences,3,Female,4,2,Sales Executive,1,5376,2,No,19,3,5
53,No,Travel_Rarely,Sales,8,Marketing,1,Male,3,4,Sales Executive,4,11836,5,No,14,3,2
27,No,Non-Travel,Research & Development,3,Medical,3,Male,2,1,Research Scientist,3,2566,1,Yes,15,3,1
35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,4,1,Research Scientist,3,2506,3,No,13,3,2
33,Yes,Travel_Rarely,Sales,9,Marketing,1,Female,3,2,Sales Executive,1,8224,0,Yes,17,3,5
42,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,2,Healthcare Representative,4,4089,1,No,13,3,10
56,Yes,Travel_Rarely,Research & Development,7,Technical Degree,4,Male,3,1,Laboratory Technician,3,2339,8,No,11,3,10
31,Yes,Travel_Frequently,Research & Development,29,Medical,3,Male,2,1,Laboratory Technician,2,3479,0,No,11,3,5
31,Yes,Travel_Rarely,Research & Development,22,Medical,4,Male,3,2,Manufacturing Director,3,6179,1,Yes,15,3,10
51,No,Travel_Rarely,Research & Development,11,Technical Degree,4,Female,2,4,Manufacturing Director,2,13142,3,No,16,3,5
44,No,Non-Travel,Research & Development,24,Medical,1,Male,1,1,Laboratory Technician,3,3708,2,No,14,3,5
51,No,Travel_Rarely,Sales,14,Life Sciences,3,Female,3,2,Sales Executive,4,4936,4,No,11,3,7
23,No,Travel_Rarely,Research & Development,12,Other,4,Male,3,1,Laboratory Technician,4,2647,1,No,13,3,5
26,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,3,1,Research Scientist,1,2042,6,Yes,14,3,3
20,Yes,Travel_Rarely,Research & Development,10,Medical,4,Male,3,1,Research Scientist,3,1009,1,Yes,11,3,1
44,Yes,Travel_Frequently,Research & Development,1,Medical,3,Male,3,1,Research Scientist,2,2342,1,Yes,12,3,5
36,No,Travel_Frequently,Sales,7,Marketing,1,Female,4,2,Sales Executive,1,4639,2,No,16,3,15
31,No,Travel_Frequently,Sales,2,Other,4,Male,3,2,Sales Executive,1,5332,7,No,13,3,5
27,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,3,1,Sales Representative,1,3041,0,No,11,3,4
30,Yes,Travel_Frequently,Sales,12,Life Sciences,2,Male,2,1,Sales Representative,1,2033,1,No,18,3,1
37,No,Non-Travel,Research & Development,25,Medical,2,Female,3,2,Research Scientist,3,4449,3,Yes,15,3,13
40,No,Travel_Rarely,Sales,2,Marketing,4,Female,3,2,Sales Executive,2,5715,7,No,12,3,5
28,Yes,Travel_Rarely,Research & Development,2,Medical,1,Male,1,1,Research Scientist,4,3464,5,Yes,13,3,3
35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,2,Male,2,2,Manufacturing Director,3,5916,3,Yes,13,3,1
27,No,Travel_Rarely,Research & Development,11,Life Sciences,2,Male,3,1,Laboratory Technician,1,2099,0,No,14,3,5
30,Yes,Travel_Rarely,Sales,9,Medical,2,Male,3,1,Sales Representative,4,1081,1,No,13,3,1
35,No,Travel_Frequently,Sales,1,Marketing,3,Female,3,3,Sales Executive,3,8789,1,No,14,3,10
43,No,Travel_Rarely,Human Resources,2,Life Sciences,2,Male,3,1,Human Resources,4,3539,0,No,13,3,9
37,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,2,3,Sales Executive,3,10609,5,No,11,3,14
26,Yes,Travel_Rarely,Research & Development,16,Medical,1,Male,3,1,Laboratory Technician,2,2373,2,Yes,13,3,3
29,Yes,Travel_Rarely,Human Resources,13,Human Resources,1,Male,2,1,Human Resources,1,2335,4,Yes,15,3,2
26,No,Travel_Rarely,Sales,10,Medical,3,Male,3,2,Sales Executive,4,4684,1,No,13,3,5
45,No,Travel_Rarely,Research & Development,1,Medical,4,Female,3,1,Laboratory Technician,4,2270,3,No,14,3,5
35,No,Travel_Rarely,Research & Development,16,Medical,1,Male,4,1,Laboratory Technician,2,2426,0,No,13,3,5
46,Yes,Travel_Rarely,Sales,9,Marketing,1,Male,3,3,Sales Executive,4,10096,4,No,11,3,7
31,Yes,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,2,1,Research Scientist,2,1261,1,No,12,3,1
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,3,Female,4,1,Laboratory Technician,1,2743,1,No,16,3,17
41,No,Travel_Rarely,Sales,1,Marketing,2,Male,4,3,Sales Executive,1,8392,1,No,16,3,10
28,Yes,Non-Travel,Research & Development,24,Technical Degree,2,Male,2,3,Healthcare Representative,1,8722,1,No,12,3,10
55,No,Travel_Rarely,Research & Development,20,Technical Degree,2,Male,3,2,Laboratory Technician,4,5415,3,Yes,19,3,10
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,3,4,Healthcare Representative,4,12169,7,No,11,3,18
36,No,Travel_Rarely,Research & Development,9,Medical,2,Male,2,2,Manufacturing Director,2,8847,2,Yes,11,3,3
29,No,Travel_Rarely,Research & Development,3,Medical,2,Male,2,3,Research Director,3,11935,1,No,18,3,10
53,No,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,3,2,Laboratory Technician,4,2450,2,No,17,3,2
30,No,Travel_Rarely,Research & Development,5,Technical Degree,4,Female,3,1,Research Scientist,1,3204,5,No,14,3,3
33,Yes,Travel_Rarely,Research & Development,15,Medical,2,Male,3,3,Manager,3,13610,7,Yes,12,3,7
18,Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,1420,1,No,13,3,0
48,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,2559,5,No,11,3,1
23,Yes,Travel_Frequently,Sales,9,Marketing,4,Male,3,1,Sales Representative,1,1790,1,No,19,3,1
29,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,2,Healthcare Representative,1,5373,0,No,12,3,5
47,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,3,1,Research Scientist,4,3420,7,No,12,3,6
42,No,Travel_Rarely,Research & Development,29,Life Sciences,2,Male,3,2,Manufacturing Director,2,4434,1,No,13,3,9
28,Yes,Travel_Rarely,Research & Development,12,Life Sciences,3,Female,3,1,Laboratory Technician,4,2515,1,Yes,11,3,1
29,Yes,Travel_Rarely,Research & Development,8,Other,2,Male,1,1,Laboratory Technician,1,2119,1,Yes,11,3,7
27,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,3,1,Sales Representative,1,3041,0,No,11,3,4
29,Yes,Travel_Rarely,Sales,23,Life Sciences,4,Female,2,3,Sales Executive,1,7336,1,No,13,3,11
30,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Male,2,2,Sales Executive,1,9714,1,No,11,3,10
59,No,Travel_Rarely,Human Resources,6,Medical,2,Male,3,1,Human Resources,3,2267,8,No,17,3,2
49,Yes,Travel_Rarely,Sales,11,Marketing,3,Female,3,3,Sales Executive,4,7654,1,No,18,3,9
44,No,Travel_Frequently,Research & Development,2,Medical,2,Male,3,3,Manufacturing Director,3,10209,5,Yes,18,3,2
42,No,Travel_Frequently,Research & Development,29,Life Sciences,1,Female,3,2,Research Scientist,3,4556,2,No,11,3,5
34,No,Travel_Rarely,Sales,13,Medical,4,Male,3,3,Sales Executive,3,8628,1,No,18,3,8
33,No,Travel_Rarely,Human Resources,2,Human Resources,2,Male,3,1,Human Resources,3,3600,1,No,13,3,5
27,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,3,1,Sales Representative,1,3041,0,No,11,3,4
52,No,Travel_Rarely,Research & Development,6,Technical Degree,4,Male,3,2,Research Scientist,1,5577,3,Yes,12,3,10
50,Yes,Travel_Frequently,Sales,8,Technical Degree,2,Male,3,2,Sales Executive,3,6796,3,Yes,14,3,4
31,Yes,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,4,3,Manufacturing Director,2,7446,1,No,11,3,10
35,No,Travel_Rarely,Research & Development,25,Medical,3,Female,3,3,Healthcare Representative,3,10388,1,Yes,11,3,16
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,3,1,Research Scientist,1,2657,5,Yes,11,3,5
29,No,Travel_Rarely,Research & Development,8,Medical,2,Male,2,2,Manufacturing Director,4,5056,1,Yes,15,3,10
34,Yes,Travel_Frequently,Research & Development,9,Life Sciences,4,Male,3,2,Laboratory Technician,1,5346,4,No,17,3,7
30,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,4,3,Research Director,1,11416,0,Yes,12,3,8
32,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,1,2,Sales Executive,2,6735,6,No,15,3,0
45,No,Travel_Rarely,Research & Development,20,Medical,2,Male,1,3,Healthcare Representative,1,10851,2,Yes,18,3,7
29,Yes,Travel_Rarely,Human Resources,13,Human Resources,1,Male,2,1,Human Resources,1,2335,4,Yes,15,3,2
51,No,Travel_Frequently,Sales,2,Marketing,2,Male,3,3,Sales Executive,2,10596,2,No,11,3,4
33,Yes,Travel_Rarely,Research & Development,14,Medical,3,Male,3,1,Laboratory Technician,4,2436,5,Yes,13,3,5
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,2,1,Research Scientist,1,2362,6,No,13,3,9
34,No,Travel_Rarely,Research & Development,10,Life Sciences,2,Male,3,1,Laboratory Technician,2,2008,1,No,14,3,1
37,Yes,Travel_Rarely,Research & Development,11,Medical,1,Female,1,2,Healthcare Representative,2,4777,5,No,15,3,1
30,Yes,Travel_Frequently,Sales,26,Marketing,3,Female,2,2,Sales Executive,1,6696,5,No,15,3,6
35,No,Travel_Rarely,Sales,16,Marketing,3,Male,3,3,Sales Executive,2,8020,0,No,15,3,11
28,Yes,Travel_Rarely,Research & Development,17,Technical Degree,3,Male,2,1,Laboratory Technician,4,2367,5,No,12,3,4
50,No,Travel_Frequently,Sales,12,Marketing,3,Female,3,3,Sales Executive,4,9208,4,No,11,3,2
29,Yes,Travel_Frequently,Sales,13,Technical Degree,1,Female,3,2,Sales Executive,2,5765,5,No,11,3,5
34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,3,2,Healthcare Representative,4,6687,1,No,11,3,14
21,Yes,Travel_Rarely,Research & Development,18,Other,4,Female,3,1,Research Scientist,4,2693,1,No,19,3,1
28,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,2,1,Research Scientist,2,3201,0,No,17,3,5
45,No,Travel_Rarely,Human Resources,24,Medical,2,Male,3,1,Human Resources,2,2177,1,No,16,3,6
28,Yes,Travel_Frequently,Research & Development,1,Medical,1,Male,2,1,Laboratory Technician,2,2596,1,No,15,3,1
28,No,Travel_Rarely,Research & Development,15,Life Sciences,1,Male,3,1,Laboratory Technician,3,2207,1,No,16,3,4
33,No,Travel_Rarely,Research & Development,28,Life Sciences,2,Male,3,2,Laboratory Technician,3,5207,1,Yes,12,3,15
21,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,3,1,Research Scientist,4,1232,1,No,14,3,0
50,Yes,Travel_Frequently,Sales,1,Other,4,Male,3,2,Sales Executive,3,4728,3,Yes,14,3,0
44,No,Non-Travel,Research & Development,5,Life Sciences,3,Male,2,1,Laboratory Technician,3,3162,3,No,14,3,5
27,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,3,1,Research Scientist,3,2318,1,No,19,3,1
38,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,3,1,Research Scientist,4,4771,2,No,19,3,5
20,Yes,Travel_Rarely,Sales,2,Medical,3,Female,2,1,Sales Representative,3,2044,1,No,13,3,2
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,3,4,Healthcare Representative,4,12169,7,No,11,3,18
28,Yes,Travel_Rarely,Research & Development,12,Life Sciences,3,Female,3,1,Laboratory Technician,4,2515,1,Yes,11,3,1
39,Yes,Travel_Rarely,Research & Development,23,Medical,3,Male,3,1,Research Scientist,1,3904,0,No,13,3,5
25,Yes,Travel_Rarely,Sales,19,Marketing,3,Male,2,1,Sales Representative,2,2413,1,Yes,18,3,1
56,No,Travel_Rarely,Research & Development,9,Medical,3,Male,3,4,Healthcare Representative,4,11103,7,No,11,3,10
37,No,Travel_Rarely,Research & Development,10,Medical,2,Female,3,1,Research Scientist,2,3936,1,No,11,3,8
35,Yes,Travel_Rarely,Sales,27,Life Sciences,3,Male,3,2,Sales Executive,4,5813,1,Yes,18,3,10
46,Yes,Travel_Rarely,Sales,9,Medical,3,Male,2,3,Sales Executive,4,9619,1,No,16,3,9
30,Yes,Travel_Rarely,Research & Development,22,Life Sciences,1,Female,3,1,Research Scientist,3,2132,4,Yes,11,3,5
49,No,Non-Travel,Research & Development,18,Life Sciences,4,Male,3,2,Manufacturing Director,4,6804,1,Yes,15,3,7
32,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,2,2,Laboratory Technician,1,2176,4,No,13,3,6
29,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,4,2,Healthcare Representative,3,6294,8,Yes,12,3,3
45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,4,2,Manufacturing Director,3,6434,4,No,17,3,3
27,No,Travel_Rarely,Research & Development,6,Medical,1,Female,2,1,Research Scientist,3,2187,0,No,12,3,5
34,No,Travel_Rarely,Research & Development,9,Life Sciences,4,Male,3,3,Healthcare Representative,4,8500,0,No,11,3,9
30,Yes,Travel_Frequently,Human Resources,8,Human Resources,3,Female,2,1,Human Resources,4,2180,6,No,11,3,4
18,Yes,Non-Travel,Research & Development,8,Medical,3,Male,3,1,Laboratory Technician,3,1904,1,No,12,3,0
31,No,Travel_Rarely,Human Resources,2,Human Resources,1,Male,2,2,Human Resources,1,6410,3,No,12,3,2
31,Yes,Travel_Frequently,Sales,2,Life Sciences,3,Female,2,1,Sales Representative,4,2785,7,No,14,3,1
36,No,Travel_Frequently,Research & Development,11,Life Sciences,2,Male,2,2,Manufacturing Director,2,6499,1,No,13,3,6
28,No,Travel_Rarely,Sales,3,Medical,2,Female,3,1,Sales Representative,2,2856,1,No,19,3,1
29,Yes,Travel_Rarely,Human Resources,13,Human Resources,1,Male,2,1,Human Resources,1,2335,4,Yes,15,3,2
47,No,Travel_Rarely,Sales,2,Life Sciences,4,Female,2,1,Sales Representative,4,3294,1,Yes,18,3,3
46,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,3,Healthcare Representative,1,9396,7,No,16,3,4
36,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Female,4,1,Laboratory Technician,4,3038,3,No,12,3,1
20,Yes,Travel_Rarely,Sales,2,Medical,3,Female,2,1,Sales Representative,3,2044,1,No,13,3,2
31,Yes,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,2,1,Research Scientist,2,1261,1,No,12,3,1
22,Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,Male,2,1,Research Scientist,4,2853,0,Yes,11,3,0
36,No,Travel_Rarely,Sales,11,Marketing,2,Female,2,2,Sales Executive,4,6652,4,No,13,3,6
46,No,Travel_Frequently,Research & Development,1,Medical,3,Male,2,3,Healthcare Representative,1,10673,2,Yes,13,3,10
25,Yes,Travel_Rarely,Sales,19,Marketing,3,Male,2,1,Sales Representative,2,2413,1,Yes,18,3,1
39,No,Travel_Rarely,Research & Development,18,Life Sciences,1,Male,3,2,Manufacturing Director,3,4534,0,No,11,3,8
45,No,Travel_Rarely,Sales,2,Other,4,Male,3,2,Sales Executive,2,4805,0,No,19,3,8
36,No,Non-Travel,Sales,10,Medical,2,Male,3,3,Sales Executive,4,9980,1,No,14,3,10
34,Yes,Travel_Rarely,Research & Development,6,Medical,2,Male,3,1,Research Scientist,1,2960,2,No,11,3,4
39,No,Travel_Rarely,Research & Development,24,Life Sciences,1,Male,3,2,Research Scientist,4,4108,7,No,13,3,7
28,Yes,Travel_Rarely,Research & Development,24,Life Sciences,3,Male,2,1,Laboratory Technician,3,2028,5,Yes,14,3,4
